algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
SVM,2.1,4,6,2340,8169,0.006721007,1.451044798,0.200501141,1.633485079,0.094017137,1.531728268,float64,0.80558325,0.395904437,0.865671642,0.543325527
Decision Tree,2.1,29,17,389,8169,0.010736659,1.445330858,0.027037086,1.422722101,0.021155455,1.417817831,float64,0.916666667,0.8,0.52173913,0.631578947
Random Forest,2.2,92,7,3900,1633,0.027418079,1.459660769,1.120067416,2.48829174,0.125938015,1.524102926,float64,0.976076555,1,0.821428571,0.901960784
SVM,2.1,3,3,2730,8169,0.010243987,1.425966024,0.298527973,1.74249506,0.131752643,1.585043192,float64,0.828205128,0.432515337,0.898089172,0.583850932
SVM,2.1,10,9,3900,8169,0.000941332,1.452522039,0.652994907,2.083750963,0.200195005,1.716742039,float64,0.828349282,0.431965443,0.892857143,0.58224163
AdaBoost,2.1,104,12,2340,8169,0.011727805,1.433305025,0.412204507,1.95435214,0.047836831,1.495779037,float64,0.953140578,0.865546218,0.768656716,0.814229249
Bagging Classifier,2.2,139,18,3900,7352,0.02775442,1.452211857,0.539788044,2.082017183,0.070310039,1.497545004,float64,0.961722488,0.888349515,0.816964286,0.851162791
SVM,2.1,8,4,779,8169,0.010787734,1.403972864,0.034920284,1.465875864,0.031819956,1.449010134,float64,0.83880597,0.448275862,0.866666667,0.590909091
SVM,2.2,13,19,3900,2451,0.025694431,1.451577187,0.368174328,1.839862108,0.28992246,1.594122887,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.2,77,29,3900,5718,0.018082258,1.449834824,0.008064135,1.442820787,0.260046411,1.725687742,float64,0.88576555,1,0.147321429,0.256809339
Random Forest,2.1,88,14,779,8169,0.007528244,1.414494038,0.246492348,1.767934799,0.031709962,1.470296144,float64,0.955223881,1,0.666666667,0.8
AdaBoost,2.1,101,11,3509,8169,0.010460346,1.448558092,0.857674738,2.267313957,0.088450871,1.499562979,float64,0.955481728,0.860962567,0.797029703,0.827763496
SVM,2.1,4,3,2340,8169,0.006735254,1.455175161,0.185009269,1.681858063,0.107617736,1.560439825,float64,0.80558325,0.395904437,0.865671642,0.543325527
AdaBoost,2.1,102,19,3119,8169,0.006569518,1.455127001,0.461947874,2.143253088,0.044956556,1.505884886,float64,0.964872945,0.929032258,0.8,0.859701493
Random Forest,2.1,89,22,389,8169,0.007514657,1.447458029,0.434154476,1.605515003,0.023902678,1.466328859,float64,0.922619048,1,0.434782609,0.606060606
Random Forest,2.2,96,25,3900,4901,0.025686667,1.451568127,0.900948881,2.883687019,0.08870121,1.540493011,float64,0.977272727,0.994680851,0.834821429,0.90776699
SVM,2.1,8,26,779,8169,0.009173785,1.424144983,0.03300827,1.485187054,0.028913723,1.470806837,float64,0.83880597,0.448275862,0.866666667,0.590909091
Bagging Classifier,2.2,135,28,3900,4084,0.017419802,1.443423033,0.560994192,1.934985876,0.07660398,1.50856781,float64,0.964114833,0.905940594,0.816964286,0.85915493
SVM,2.1,7,7,1169,8169,0.011286924,1.424530029,0.055270299,1.514927149,0.044701934,1.482228041,float64,0.832669323,0.437956204,0.895522388,0.588235294
SVM,2.1,1,24,3509,8169,0.010759953,1.456840038,0.418386933,1.900380135,0.229169578,1.649276018,float64,0.804651163,0.398678414,0.896039604,0.551829268
SVM,2.2,12,4,3900,1633,0.025499826,1.447756052,0.248014333,1.746854782,0.135468884,1.601740122,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.1,63,3,2730,8169,0.010539047,1.435461044,0.007552945,1.444370985,0.147507641,1.596492052,float64,0.913675214,0.712121212,0.598726115,0.650519031
SVM,2.1,1,8,3509,8169,0.011118572,1.432691813,0.508125296,1.89584589,0.222877969,1.646684885,float64,0.804651163,0.398678414,0.896039604,0.551829268
AdaBoost,2.1,107,11,1169,8169,0.009628529,1.451837778,0.223203094,1.673924208,0.032201322,1.462327957,float64,0.960159363,0.873015873,0.820895522,0.846153846
SVM,2.2,19,0,3900,7352,0.024782569,1.468483686,0.373988938,1.996520758,0.293093153,1.679955006,float64,0.828349282,0.431965443,0.892857143,0.58224163
Bagging Classifier,2.1,127,13,1169,8169,0.006756305,1.43463397,0.118789937,1.564862013,0.025903478,1.432307959,float64,0.954183267,0.879310345,0.76119403,0.816
AdaBoost,2.2,115,28,3900,4084,0.045196542,1.436178207,0.359778349,1.948815107,0.070699692,1.466820955,float64,0.970095694,0.914285714,0.857142857,0.884792627
Bagging Classifier,2.2,138,28,3900,6535,0.016475066,1.460008383,0.458269429,2.065648079,0.067250098,1.491652012,float64,0.961722488,0.896039604,0.808035714,0.849765258
Bagging Classifier,2.2,132,8,3900,1633,0.024380297,1.458091974,0.264736331,1.70167613,0.064490316,1.491322041,float64,0.964114833,0.918367347,0.803571429,0.857142857
Decision Tree,2.1,22,16,3119,8169,0.010049476,1.43602109,0.111586435,1.529371262,0.06435827,1.475325823,float64,0.955904335,0.845714286,0.822222222,0.833802817
AdaBoost,2.2,120,1,3900,8169,0.000882092,1.418606043,0.932721275,2.390949965,0.765672181,1.482715845,float64,0.968301435,0.913043478,0.84375,0.877030162
SVM,2.1,3,11,2730,8169,0.006846733,1.423205137,0.254250766,1.73414278,0.133075989,1.568672895,float64,0.828205128,0.432515337,0.898089172,0.583850932
KNN,2.2,71,22,3900,817,0.016239295,1.465926886,0.009250564,1.457551003,0.190045715,1.720417023,float64,0.867822967,1,0.013392857,0.026431718
KNN,2.1,66,0,1559,8169,0.006656579,1.445100069,0.005444409,1.44214201,0.07291037,1.500143766,float64,0.917787743,0.733333333,0.611111111,0.666666667
Decision Tree,2.2,32,6,3900,1633,0.027466104,1.435139179,0.077749377,1.491479874,0.05826556,1.488240242,float64,0.963516746,0.875576037,0.848214286,0.861678005
AdaBoost,2.1,104,25,2340,8169,0.011073938,1.450821877,0.430712569,1.934351206,0.046318111,1.497851133,float64,0.953140578,0.865546218,0.768656716,0.814229249
AdaBoost,2.2,114,18,3900,3268,0.028139738,1.454982996,0.285238863,1.903687954,0.087961435,1.483276129,float64,0.968301435,0.909090909,0.848214286,0.877598152
SVM,2.2,17,17,3900,5718,0.027177206,1.448658943,0.549598462,2.001440048,0.283139001,1.66414094,float64,0.828349282,0.431965443,0.892857143,0.58224163
SVM,2.2,18,23,3900,6535,0.018580757,1.454521179,0.56172103,1.988574028,0.22307967,1.688465834,float64,0.828349282,0.431965443,0.892857143,0.58224163
SVM,2.1,8,16,779,8169,0.006678542,1.42778182,0.033668697,1.468182802,0.027818931,1.49118495,float64,0.83880597,0.448275862,0.866666667,0.590909091
Decision Tree,2.1,23,26,2730,8169,0.010582737,1.440942764,0.072941958,1.511740923,0.041239724,1.46569109,float64,0.956410256,0.858108108,0.808917197,0.832786885
KNN,2.1,63,17,2730,8169,0.011816453,1.437629938,0.008784657,1.423983812,0.183013955,1.590530872,float64,0.913675214,0.712121212,0.598726115,0.650519031
Decision Tree,2.1,30,21,3900,8169,0.000570364,1.43193388,0.119564028,1.560349941,0.057318865,1.507266998,float64,0.960526316,0.852678571,0.852678571,0.852678571
Bagging Classifier,2.2,136,26,3900,4901,0.029576003,1.454285145,0.914562669,2.003366232,0.06000472,1.499495029,float64,0.966507177,0.911764706,0.830357143,0.869158879
KNN,2.2,78,27,3900,6535,0.016729204,1.466605902,0.012757548,1.454906225,0.268743675,1.743041992,float64,0.889354067,0.975609756,0.178571429,0.301886792
SVM,2.1,1,10,3509,8169,0.01116043,1.425426006,0.517110206,1.904371977,0.22783827,1.671434879,float64,0.804651163,0.398678414,0.896039604,0.551829268
KNN,2.2,72,12,3900,1633,0.01629331,1.477449894,0.009351992,1.425096989,0.238463691,1.715157986,float64,0.868421053,1,0.017857143,0.035087719
Random Forest,2.1,90,15,3900,8169,0.000847691,1.435359001,1.341376336,3.41730094,0.078904549,1.549196243,float64,0.9784689,1,0.839285714,0.912621359
Decision Tree,2.2,31,16,3900,817,0.0188329,1.457560062,0.039182748,1.493549109,0.055793372,1.477858067,float64,0.956339713,0.844748858,0.825892857,0.835214447
SVM,2.2,15,27,3900,4084,0.025035898,1.455695868,0.529576234,1.947178125,0.205345113,1.675298214,float64,0.828349282,0.431965443,0.892857143,0.58224163
Bagging Classifier,2.2,140,18,3900,8169,0.000531678,1.421692133,0.484893376,2.125623703,0.058016097,1.50308609,float64,0.96291866,0.900990099,0.8125,0.854460094
KNN,2.2,78,29,3900,6535,0.016994083,1.451858044,0.007518885,1.45559907,0.317032863,1.714214087,float64,0.889354067,0.975609756,0.178571429,0.301886792
KNN,2.2,78,4,3900,6535,0.017239447,1.454348087,0.009752333,1.44912529,0.311927282,1.744490147,float64,0.889354067,0.975609756,0.178571429,0.301886792
Decision Tree,2.2,37,8,3900,5718,0.017886712,1.475488901,0.098962351,1.548389196,0.045256095,1.49128294,float64,0.959330144,0.851351351,0.84375,0.847533632
SVM,2.1,5,20,1950,8169,0.011280034,1.450371981,0.132702254,1.573797941,0.077204759,1.509443045,float64,0.820574163,0.416666667,0.848214286,0.558823529
SVM,2.1,1,26,3509,8169,0.010781488,1.441311121,0.403491468,1.923614979,0.191802798,1.657372952,float64,0.804651163,0.398678414,0.896039604,0.551829268
KNN,2.2,76,26,3900,4901,0.026235889,1.463775158,0.00737528,1.430913925,0.263212236,1.719285011,float64,0.879784689,1,0.102678571,0.186234818
AdaBoost,2.2,116,11,3900,4901,0.017023602,1.452173948,0.584127322,1.989006758,0.082766919,1.516120911,float64,0.969497608,0.913875598,0.852678571,0.88221709
SVM,2.1,7,20,1169,8169,0.010085404,1.428945065,0.064471221,1.508387089,0.039257418,1.488479853,float64,0.832669323,0.437956204,0.895522388,0.588235294
Decision Tree,2.1,25,6,1950,8169,0.010371077,1.434481382,0.05048282,1.508359909,0.035446702,1.47627306,float64,0.959330144,0.897959184,0.785714286,0.838095238
AdaBoost,2.2,118,24,3900,6535,0.029516076,1.450364828,0.662430029,2.19704318,0.08033047,1.509209871,float64,0.968301435,0.913043478,0.84375,0.877030162
Bagging Classifier,2.1,128,6,779,8169,0.010552961,1.439507008,0.08764086,1.519022942,0.020568166,1.536654711,float64,0.949253731,0.911764706,0.688888889,0.784810127
KNN,2.1,67,18,1169,8169,0.009168977,1.431188822,0.005100721,1.444596052,0.047236399,1.472171068,float64,0.916334661,0.727272727,0.597014925,0.655737705
SVM,2.2,17,2,3900,5718,0.027043183,1.46028614,0.567329361,2.005329847,0.217120321,1.680643797,float64,0.828349282,0.431965443,0.892857143,0.58224163
Decision Tree,2.2,40,29,3900,8169,0.000519365,1.437430859,0.120748134,1.572268009,0.059251079,1.485423088,float64,0.959330144,0.851351351,0.84375,0.847533632
KNN,2.1,62,5,3119,8169,0.011025526,1.424222946,0.011544512,1.440092087,0.171611439,1.629611015,float64,0.912556054,0.711409396,0.588888889,0.6443769
Bagging Classifier,2.2,132,20,3900,1633,0.024992693,1.466257811,0.242005097,1.697880983,0.065498449,1.486318111,float64,0.964712919,0.918781726,0.808035714,0.859857482
Random Forest,2.2,91,17,3900,817,0.017809939,1.452271223,0.625742138,2.021322966,0.119718141,1.525479317,float64,0.977870813,0.989528796,0.84375,0.910843373
Bagging Classifier,2.2,138,8,3900,6535,0.027018539,1.468385935,0.623615728,2.072759867,0.065250066,1.509867191,float64,0.960526316,0.887254902,0.808035714,0.845794393
Bagging Classifier,2.2,132,2,3900,1633,0.026052859,1.462199926,0.310783307,1.683288813,0.096340534,1.50839591,float64,0.966507177,0.911764706,0.830357143,0.869158879
AdaBoost,2.2,114,15,3900,3268,0.016698234,1.450100899,0.300044856,1.89846921,0.158185607,1.495596886,float64,0.967703349,0.908653846,0.84375,0.875
AdaBoost,2.1,105,20,1950,8169,0.016834322,1.423548937,0.818244014,1.833484173,0.038442494,1.478626013,float64,0.964114833,0.866071429,0.866071429,0.866071429
SVM,2.2,11,5,3900,817,0.016674911,1.450487614,0.246148851,1.713202953,0.105354866,1.571705818,float64,0.828349282,0.431965443,0.892857143,0.58224163
AdaBoost,2.2,115,13,3900,4084,0.029301099,1.435559034,0.437814381,1.936481953,0.067663164,1.520895958,float64,0.970095694,0.914285714,0.857142857,0.884792627
KNN,2.2,75,13,3900,4084,0.016128033,1.462809086,0.009334208,1.446831942,0.255939602,1.733576298,float64,0.869019139,1,0.022321429,0.043668122
SVM,2.1,9,0,389,8169,0.009683558,1.42347908,0.011844296,1.44325304,0.014617685,1.448802948,float64,0.797619048,0.387755102,0.826086957,0.527777778
SVM,2.2,15,23,3900,4084,0.015901371,1.450973988,0.556546063,1.943244934,0.198893447,1.667930126,float64,0.828349282,0.431965443,0.892857143,0.58224163
Random Forest,2.2,95,28,3900,4084,0.025861097,1.455760717,1.70150043,2.82585907,0.19040491,1.515628815,float64,0.977272727,0.984375,0.84375,0.908653846
Bagging Classifier,2.1,125,24,1950,8169,0.007717479,1.450361013,0.16817812,1.712710857,0.050840228,1.486277819,float64,0.947368421,0.886363636,0.696428571,0.78
SVM,2.2,14,27,3900,3268,0.02488458,1.440417051,0.481017576,1.947402,0.226716867,1.654341936,float64,0.828349282,0.431965443,0.892857143,0.58224163
Random Forest,2.2,98,5,3900,6535,0.025433532,1.4186759,1.25764043,3.170907974,0.103318224,1.522364855,float64,0.976076555,1,0.821428571,0.901960784
Random Forest,2.1,86,15,1559,8169,0.010528497,1.434432983,0.539825438,2.039047003,0.037866298,1.477226973,float64,0.961136024,1,0.711111111,0.831168831
SVM,2.1,10,14,3900,8169,0.000803198,1.444620132,0.528101573,2.068515778,0.230409356,1.716356039,float64,0.828349282,0.431965443,0.892857143,0.58224163
Decision Tree,2.1,27,8,1169,8169,0.009353026,1.427306175,0.036766762,1.466671705,0.029329057,1.451827049,float64,0.948207171,0.815384615,0.791044776,0.803030303
Bagging Classifier,2.1,123,21,2730,8169,0.010432732,1.447395086,0.395100313,1.84602499,0.046033745,1.475130796,float64,0.95982906,0.904411765,0.78343949,0.839590444
Random Forest,2.2,99,0,3900,7352,0.026697101,1.444756985,1.36349766,3.248045683,0.106366269,1.547448874,float64,0.977272727,0.994680851,0.834821429,0.90776699
Random Forest,2.2,100,4,3900,8169,0.000520856,1.41753602,1.252174506,3.435479641,0.116536957,1.538567781,float64,0.976674641,0.989417989,0.834821429,0.905569007
Random Forest,2.1,82,19,3119,8169,0.01098951,1.433747053,1.549655598,2.930112839,0.075577471,1.516965151,float64,0.974588939,1,0.811111111,0.895705521
Random Forest,2.2,93,16,3900,2451,0.026803372,1.469001055,1.346215969,2.649257898,0.073269556,1.549324036,float64,0.975478469,0.989304813,0.825892857,0.900243309
KNN,2.1,65,3,1950,8169,0.006444263,1.429720163,0.005640551,1.441154003,0.100357892,1.539258957,float64,0.898325359,0.658823529,0.5,0.568527919
Decision Tree,2.1,24,7,2340,8169,0.011053369,1.446689129,0.070534276,1.487958908,0.042630611,1.460483074,float64,0.949152542,0.848739496,0.753731343,0.798418972
AdaBoost,2.1,108,3,779,8169,0.006535151,1.448938847,0.126642212,1.600261927,0.033248578,1.467890024,float64,0.970149254,0.906976744,0.866666667,0.886363636
SVM,2.2,18,20,3900,6535,0.024951973,1.459483147,0.520280533,2.016863823,0.302939947,1.682868242,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.1,64,3,2340,8169,0.009857999,1.437396049,0.007207922,1.442345858,0.200528977,1.560059071,float64,0.90329013,0.67961165,0.52238806,0.5907173
AdaBoost,2.2,116,21,3900,4901,0.025373919,1.45254302,0.541850606,2.035763025,0.06665695,1.501992941,float64,0.969497608,0.913875598,0.852678571,0.88221709
Random Forest,2.2,97,23,3900,5718,0.019340596,1.468996048,1.587399483,3.060440063,0.242833973,1.516197205,float64,0.977272727,0.984375,0.84375,0.908653846
Bagging Classifier,2.1,121,21,3509,8169,0.010465215,1.453617811,0.575904734,2.020013094,0.046851341,1.483653784,float64,0.962790698,0.89673913,0.816831683,0.85492228
Decision Tree,2.2,32,28,3900,1633,0.017616354,1.458297729,0.057625504,1.487093925,0.042820632,1.489415169,float64,0.966507177,0.885321101,0.861607143,0.873303167
SVM,2.2,13,20,3900,2451,0.022934656,1.453698874,0.304710367,1.842913151,0.163366648,1.618720055,float64,0.828349282,0.431965443,0.892857143,0.58224163
Random Forest,2.2,93,29,3900,2451,0.024812475,1.462218046,1.209392221,2.636141062,0.124111328,1.52026391,float64,0.976076555,1,0.821428571,0.901960784
Decision Tree,2.2,37,20,3900,5718,0.024288342,1.444338083,0.122478593,1.538722992,0.056741958,1.490919113,float64,0.961722488,0.86036036,0.852678571,0.856502242
AdaBoost,2.1,103,7,2730,8169,0.009719301,1.450410128,0.486523948,2.035913944,0.047401372,1.48076582,float64,0.963247863,0.895833333,0.821656051,0.857142857
SVM,2.2,13,4,3900,2451,0.049779247,1.46786809,0.426586436,1.809306145,0.200288855,1.626806736,float64,0.828349282,0.431965443,0.892857143,0.58224163
AdaBoost,2.1,101,19,3509,8169,0.011376152,1.437443972,0.853753482,2.248717785,0.063897224,1.502099991,float64,0.955481728,0.860962567,0.797029703,0.827763496
SVM,2.2,11,3,3900,817,0.015601287,1.452685118,0.224199807,1.687164068,0.11717236,1.571024895,float64,0.828349282,0.431965443,0.892857143,0.58224163
Bagging Classifier,2.2,134,12,3900,3268,0.017283514,1.449762106,0.331560179,1.889861822,0.054145152,1.509986877,float64,0.964114833,0.914141414,0.808035714,0.857819905
KNN,2.1,63,11,2730,8169,0.022659939,1.409669161,0.028093854,1.394549608,0.322798193,1.596316099,float64,0.913675214,0.712121212,0.598726115,0.650519031
AdaBoost,2.1,105,27,1950,8169,0.007053402,1.4309268,0.426487665,1.834091187,0.057597811,1.468898058,float64,0.964114833,0.87962963,0.848214286,0.863636364
Decision Tree,2.1,30,25,3900,8169,0.000798595,1.432284832,0.091136448,1.57659483,0.068021315,1.512593031,float64,0.96291866,0.871559633,0.848214286,0.859728507
Decision Tree,2.2,34,12,3900,3268,0.017304206,1.449400187,0.079793059,1.550323963,0.053843076,1.508180857,float64,0.962320574,0.870967742,0.84375,0.857142857
KNN,2.2,75,11,3900,4084,0.026934057,1.442172766,0.012928536,1.466127872,0.216943092,1.723056793,float64,0.869019139,1,0.022321429,0.043668122
SVM,2.1,9,4,389,8169,0.010355243,1.419621944,0.012965087,1.439743996,0.014344438,1.448708057,float64,0.797619048,0.387755102,0.826086957,0.527777778
KNN,2.2,75,7,3900,4084,0.020516664,1.441008806,0.011391389,1.441520929,0.317833219,1.712399006,float64,0.869019139,1,0.022321429,0.043668122
Bagging Classifier,2.1,127,27,1169,8169,0.011183225,1.429848909,0.133059785,1.564555883,0.025239494,1.472824812,float64,0.956175299,0.868852459,0.791044776,0.828125
Bagging Classifier,2.2,136,5,3900,4901,0.018706189,1.448811054,0.381399444,1.976222038,0.075967232,1.490008116,float64,0.961722488,0.896039604,0.808035714,0.849765258
Random Forest,2.2,95,10,3900,4084,0.015508786,1.463294983,1.583720753,2.833397627,0.149139862,1.50356698,float64,0.979665072,1,0.848214286,0.917874396
Bagging Classifier,2.2,139,14,3900,7352,0.044000807,1.415541887,0.922305996,2.147881269,0.074980275,1.492945194,float64,0.964712919,0.902439024,0.825892857,0.862470862
Decision Tree,2.1,23,20,2730,8169,0.012332881,1.462830782,0.072537137,1.510240793,0.033801554,1.473262072,float64,0.954700855,0.846666667,0.808917197,0.827361564
Bagging Classifier,2.1,123,7,2730,8169,0.011525631,1.433959961,0.723169616,1.847126007,0.04441334,1.497959137,float64,0.960683761,0.917293233,0.777070064,0.84137931
KNN,2.2,79,23,3900,7352,0.025280034,1.45827198,0.009422344,1.460456133,0.217152772,1.738225937,float64,0.915669856,0.848739496,0.450892857,0.588921283
Decision Tree,2.1,30,2,3900,8169,0.001054357,1.430328131,0.135294703,1.56297493,0.054019331,1.49123621,float64,0.96291866,0.871559633,0.848214286,0.859728507
Decision Tree,2.2,34,9,3900,3268,0.026907519,1.454952955,0.079244647,1.534733057,0.069471233,1.480792046,float64,0.960526316,0.872641509,0.825892857,0.848623853
Bagging Classifier,2.1,125,8,1950,8169,0.011428832,1.430891991,0.259900944,1.723558187,0.034678609,1.476055145,float64,0.959330144,0.923913043,0.758928571,0.833333333
